company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date
Zubie,Series A,USA,hardware,8000000.0,2.0,2012.0,operating,2013-09-16
Modus eDiscovery,Series A,USA,legal,10000000.0,3.0,2008.0,operating,2013-06-11
Pledge51,Angel,NGA,games_video,30000.0,1.0,2012.0,operating,2013-03-31
Knightscope,Angel,USA,other,30000.0,2.0,2013.0,operating,2013-04-05
Parametric Dining,,USA,analytics,320000.0,,2012.0,operating,2013-09-03
Bazinga,Angel,USA,ecommerce,2000000.0,,2012.0,operating,2013-08-01
Shotfarm,Angel,USA,ecommerce,540010.0,,2010.0,operating,2012-07-24
ApartmentList,Series A,USA,real_estate,15000000.0,1.0,2011.0,operating,2013-11-20
Mashape,Series A,USA,enterprise,1601000.0,16.0,2010.0,operating,2011-08-15
PPDai,Angel,CHN,web,200000.0,1.0,2007.0,operating,2008-02-01
The Dustcloud,Angel,DEU,games_video,25000.0,1.0,2010.0,operating,2013-11-26
Forsake,Angel,USA,ecommerce,250000.0,1.0,2011.0,operating,2013-05-31
rubberit,Angel,MEX,ecommerce,25000.0,2.0,2012.0,operating,2012-10-10
Fourteen IP,Angel,GBR,hospitality,757626.0,1.0,2008.0,operating,2013-06-11
"LSU, Baton Rouge",,USA,education,2000000.0,,,operating,2013-12-03
LETSGROOP,Angel,BEL,web,100000.0,,2008.0,closed,2009-01-15
Advaliant,Angel,USA,advertising,100000.0,1.0,2013.0,closed,2004-04-01
DigitalTown,Angel,USA,education,1380110.0,,1980.0,operating,2012-04-13
BellaDati,Series A,USA,analytics,3000000.0,,2012.0,operating,2012-12-15
Healogica,Angel,USA,web,890000.0,,2007.0,closed,2009-04-17
ID90T,Series B,USA,travel,3000000.0,4.0,2001.0,operating,2013-06-11
Cloudnine Hospitals,Series B,IND,medical,42260000.0,2.0,2007.0,operating,2013-10-30
Colorescience,Series A,USA,ecommerce,10000000.0,,2000.0,operating,2013-06-11
Dinnr,Angel,,,60000.0,1.0,,operating,2013-05-22
Ivy Health and Life Sciences,Series A,IND,health,12100000.0,,2007.0,operating,2013-06-11
Kidlandia,Series A,USA,web,3225000.0,2.0,2008.0,operating,2011-02-25
Quvium,Series A,USA,software,460000.0,,,operating,2012-07-09
Sverve,Angel,USA,social,620000.0,4.0,2012.0,operating,2013-09-01
Shake,Series A,USA,mobile,4000000.0,9.0,2012.0,operating,2013-11-20
Evotec,Series A,DEU,biotech,40759840.0,2.0,1993.0,operating,2013-09-03
HotelQuickly,Series A,HKG,mobile,1160000.0,1.0,2012.0,operating,2013-09-25
Rent The Dress,Angel,USA,ecommerce,750000.0,,2011.0,operating,2011-01-08
Selah Genomics,Series A,USA,biotech,300000.0,,2012.0,operating,2013-06-11
K2 Intelligence,,USA,legal,23352129.0,1.0,,operating,2013-02-28
Kroll Bond Rating Agency,Series C,USA,finance,15000000.0,2.0,2010.0,operating,2013-08-05
KeriCure,,USA,biotech,800000.0,,2011.0,operating,2013-06-10
Content Savvy,Angel,USA,analytics,992250.0,,2011.0,operating,2013-07-24
Chesson Laboratory Associates,,USA,biotech,1688750.0,,2006.0,operating,2013-06-10
NuMat Technologies,,USA,nanotech,2899199.0,,2012.0,operating,2013-07-01
Thrill On,,USA,web,800000.0,,2012.0,operating,2013-08-01
KIDO'Z,Series A,ISR,software,1200000.0,3.0,2008.0,operating,2013-10-08
StayNTouch,Series A,USA,enterprise,1600000.0,2.0,2012.0,operating,2013-07-25
Navigenics,Series C,USA,biotech,43000000.0,5.0,2006.0,operating,2010-02-04
awe.sm,Series A,USA,analytics,5250000.0,6.0,2009.0,operating,2011-12-01
ChartSpan Medical Technologies,Angel,USA,software,250000.0,3.0,2012.0,operating,2013-09-05
Validroid,Angel,CAN,mobile,100000.0,,2012.0,operating,2012-10-03
Sandstone Diagnostics,Angel,USA,biotech,50000.0,,2012.0,operating,2013-02-03
Correlated Magnetics Research,Series A,USA,hardware,10451365.0,,2008.0,operating,2012-09-27
Tripeese,Angel,USA,web,50000.0,1.0,2013.0,operating,2013-04-09
Silicon Valley Data Science,Series A,USA,consulting,3000000.0,1.0,2013.0,operating,2013-08-30
pplconnect,Angel,CAN,mobile,800000.0,1.0,2011.0,operating,2013-04-01
Affresol,Series D+,GBR,real_estate,209105.0,,2007.0,operating,2013-06-12
Carbonlights Solutions,Series D+,GBR,cleantech,151525.0,,2008.0,operating,2013-06-12
Tabtor,Angel,USA,education,1000000.0,4.0,2010.0,operating,2013-06-12
WeStudy.In,Angel,RUS,education,300000.0,1.0,2013.0,operating,2013-06-12
Crypteia Networks,,GRC,security,402500.0,1.0,2011.0,operating,2013-09-24
CreditCards.com,Series A,USA,web,58800000.0,,2004.0,acquired,2010-01-15
Cepheid,Series D+,USA,biotech,5200000.0,,,operating,2013-01-28
Novalere FP,Series D+,USA,,6500000.0,,2012.0,operating,2013-03-11
CNS Response,,USA,biotech,5800846.0,,,ipo,2013-09-16
AdiCyte,Series A,USA,biotech,2649402.0,,2011.0,operating,2013-03-12
Three Rings,Series A,USA,web,7000000.0,4.0,2001.0,operating,2008-03-03
ClearMRI Solutions,Angel,CAN,software,1193912.0,,2012.0,operating,2013-03-11
Accelitec,,USA,software,1100000.0,,2001.0,operating,2013-06-11
SENSORY MEDICAL,Series A,USA,biotech,750000.0,,2008.0,operating,2013-06-11
AvaSure Holdings,Series A,USA,medical,552300.0,,2008.0,operating,2013-06-11
Vinomis Laboratories,Angel,USA,biotech,600613.0,,2009.0,operating,2013-06-11
G2B Pharma,Angel,USA,biotech,235000.0,,2008.0,operating,2013-06-11
Scribes Stat,Series A,USA,biotech,6550000.0,,2010.0,operating,2013-06-11
Genomics USA,,USA,biotech,837405.0,,2004.0,operating,2013-06-11
OptMed,Series A,USA,biotech,6713120.0,,2007.0,operating,2013-06-11
HemoSonics,Angel,USA,medical,1285997.0,,2004.0,operating,2013-06-11
Omni Bio Pharmaceutical,Series A,USA,biotech,10093025.0,,,operating,2013-06-11
OneStop Internet,Series B,USA,ecommerce,22450000.0,2.0,2003.0,operating,2011-11-29
Loopback,Angel,USA,analytics,600000.0,,2009.0,operating,2013-06-11
MicroPower Global,Series A,USA,semiconductor,1667250.0,,2008.0,operating,2013-10-23
Symform,Series B,USA,network_hosting,19500000.0,5.0,2007.0,operating,2012-04-25
Circular Energy,Series A,USA,cleantech,2700000.0,1.0,2009.0,operating,2013-06-13
TastyKhana,Series A,IND,ecommerce,5000000.0,1.0,2007.0,operating,2013-06-13
Soft Tissue Regeneration,Series A,USA,medical,8912526.0,,2008.0,operating,2013-12-05
Cardiovascular Systems,,USA,biotech,13500000.0,,1989.0,ipo,2013-03-12
Locondo.jp,Series B,JPN,ecommerce,6200000.0,1.0,2010.0,operating,2013-06-13
Clickfree,Series C,CAN,software,33000000.0,3.0,2005.0,operating,2011-01-06
Corinthian Ophthalmic,,USA,biotech,12247680.0,,2010.0,operating,2013-03-11
NorthPage,Series A,USA,enterprise,1500000.0,,2007.0,operating,2013-03-14
Bunker Mode,Series A,USA,mobile,200000.0,,2012.0,operating,2013-03-13
Array Health Solutions,Angel,USA,enterprise,325000.0,2.0,2006.0,operating,2013-03-11
The Gilman Brothers Company,Series A,USA,other,4500000.0,1.0,,operating,2013-06-13
echoBase,Series A,USA,mobile,1695100.0,,2009.0,operating,2013-03-13
Gridium,Series A,USA,enterprise,1754998.0,1.0,2011.0,operating,2013-03-12
Ikonopedia,Series A,USA,medical,1075000.0,,2012.0,operating,2013-03-12
Ionia Pharmacy,Series A,USA,biotech,750000.0,,2011.0,operating,2013-03-11
Oxygen Biotherapeutics,Series C,USA,biotech,14079122.0,,,ipo,2013-11-29
Variation Biotechnologies,,USA,biotech,12232993.0,,2001.0,operating,2013-08-26
PrimeRevenue,Series B,USA,,10000000.0,2.0,2003.0,operating,2005-09-19
SeeWhy,Series A,USA,analytics,15966943.0,4.0,2003.0,operating,2012-01-19
Xquva,Angel,USA,cleantech,40000.0,5.0,2013.0,operating,2013-03-08
MYFLY,Angel,AUT,ecommerce,257320.0,1.0,2013.0,operating,2013-09-27
Scondoo,Angel,DEU,mobile,1286600.0,2.0,2012.0,operating,2013-06-13
Hotel Tonight,Series C,,,23000000.0,4.0,2010.0,operating,2012-06-01
MDSave,Angel,USA,web,1400000.0,,2012.0,operating,2012-05-31
Gist,Series A,USA,web,10750000.0,2.0,,acquired,2010-07-28
m.Labs,Series A,USA,advertising,1250000.0,2.0,2013.0,operating,2013-11-13
Connoshoer,Angel,,mobile,100000.0,1.0,2012.0,operating,2013-04-08
Q Interactive,Series A,,advertising,1500000.0,1.0,1995.0,acquired,2005-09-01
ABPathfinder,Series A,USA,health,960000.0,3.0,2010.0,operating,2013-11-25
UNBOUND,Series A,GBR,design,1818302.0,3.0,2011.0,operating,2013-10-22
BevyUp,Angel,USA,ecommerce,750000.0,,2011.0,operating,2012-04-30
NeuroTronik,Series A,USA,biotech,13100000.0,,2012.0,operating,2013-06-13
NexJ Systems,Series A,CAN,enterprise,22846974.0,,2003.0,ipo,2011-05-19
Seer Technologies,Series A,USA,software,1705000.0,,2005.0,operating,2012-10-04
openPeople,Angel,DEU,web,242880.0,,2006.0,closed,2006-03-21
Atria Brindavan Power,Series D+,IND,cleantech,8600000.0,1.0,2000.0,operating,2013-06-13
Amaranth Medical,Series B,USA,biotech,20000000.0,4.0,2006.0,operating,2013-10-08
BrainScope Company,,USA,biotech,5960000.0,,,operating,2011-11-15
Billabong International,Series D+,AUS,fashion,382106890.0,2.0,1973.0,operating,2013-07-16
Solyndra,Series A,USA,manufacturing,1765504319.0,6.0,2005.0,operating,2011-06-16
AxesNetwork,Angel,CAN,games_video,1000000.0,1.0,,operating,2013-06-13
OncoGenex,Series A,USA,biotech,10000000.0,,,ipo,2010-01-04
Invenergy,Series A,USA,cleantech,459000000.0,1.0,2001.0,operating,2010-01-29
Convergent Dental,Series A,USA,biotech,9562618.0,,2011.0,operating,2013-06-12
Genesis Biopharma,Series A,USA,biotech,6990000.0,,,acquired,2013-06-06
Taigen,Series C,,biotech,75000000.0,11.0,2001.0,operating,2009-01-01
Chameleon Collective,Angel,USA,software,1175000.0,,2012.0,operating,2013-06-12
Synosia Therapeutics,Series C,CHE,biotech,91500000.0,9.0,,acquired,2010-10-12
AkesoGenX,Series A,USA,other,200000.0,,2013.0,operating,2013-06-12
TurtleCell,,USA,ecommerce,100000.0,,2011.0,operating,2013-06-12
Stylefie,Angel,RUS,mobile,170000.0,,2013.0,operating,2013-05-16
Elevance Renewable Sciences,Series C,USA,cleantech,294000000.0,4.0,2007.0,operating,2012-07-10
TB Biosciences,Series A,USA,biotech,1500000.0,3.0,2013.0,operating,2013-07-18
Recyclebank,Series C,USA,cleantech,85100000.0,7.0,2004.0,operating,2011-02-22
WolfGIS,Angel,USA,transportation,500000.0,,2011.0,operating,2013-06-12
Sonivate Medical,Series A,USA,biotech,890000.0,,2001.0,operating,2013-06-12
GreenFuel,Series C,,cleantech,13900000.0,3.0,,closed,2008-05-01
Resident Gifts,Series A,USA,real_estate,605000.0,,2009.0,operating,2011-10-17
BrainCells,,USA,biotech,56972769.0,8.0,,operating,2012-01-11
Vibrant Corporation,Series A,USA,cleantech,1544067.0,,1991.0,operating,2013-03-08
Valneva,Series A,FRA,biotech,51721320.0,,1999.0,operating,2013-06-14
TherOx,,USA,medical,39305000.0,4.0,1994.0,operating,2013-11-05
PROVECTUS PHARMACEUTICALS,Series A,USA,biotech,17198012.0,,2002.0,operating,2013-09-26
TrackIF,Angel,USA,web,1000000.0,,2013.0,operating,2013-06-14
TRELYS,Series A,USA,,3750000.0,1.0,2012.0,operating,2013-06-13
Kaleo Software,Series A,USA,enterprise,1787500.0,4.0,2011.0,operating,2013-07-01
Reven Pharmaceuticals,,USA,biotech,22500.0,,1999.0,operating,2013-03-08
ZIOPHARM Oncology,Series A,USA,,11645928.0,,,operating,2011-01-14
Acceptd,Series A,USA,software,1020000.0,2.0,2011.0,operating,2013-06-13
ChoiceStream,Series A,USA,advertising,70300000.0,,2001.0,operating,2011-11-29
Del Mar Pharmaceuticals,Series A,CAN,biotech,10500000.0,,2010.0,operating,2013-03-07
GoGoPin,Angel,USA,web,800000.0,,2007.0,operating,2007-01-01
Lootsie,Angel,USA,advertising,1200000.0,,2012.0,operating,2013-08-01
Vedero Software,,USA,software,2931537.0,,2009.0,operating,2013-10-29
Frontier Toxicology,Series A,USA,medical,655000.0,,2012.0,operating,2013-03-07
NuPotential,,USA,biotech,350000.0,,2004.0,operating,2013-06-12
Quadrant Technology,Angel,USA,cleantech,541476.0,,1992.0,operating,2013-06-12
Hera Therapeutics,Series A,USA,biotech,501006.0,,2012.0,operating,2013-06-12
Cachet Financial Solutions,Angel,USA,enterprise,15216500.0,,2010.0,operating,2013-07-01
Gentiva  Health Service,Series A,USA,health,53800000.0,,,ipo,2013-10-29
Visionnaire,Series D+,BRA,software,4000000.0,3.0,1996.0,operating,2004-01-15
LayerGloss,Angel,NLD,design,905693.0,4.0,2010.0,operating,2013-11-15
Progenics Pharmaceuticals,Series D+,USA,biotech,12922374.0,,,operating,2013-01-28
Phone2Action,Angel,USA,mobile,624000.0,2.0,2012.0,operating,2013-11-19
KAIZEN platform,Angel,USA,advertising,800000.0,3.0,2013.0,operating,2013-08-20
Takes,Series A,USA,mobile,250000.0,1.0,2013.0,operating,2013-04-08
AcuityAds,,USA,advertising,3000000.0,1.0,2009.0,operating,2013-07-18
ALOHA,Series A,USA,health,4000000.0,7.0,2012.0,operating,2013-11-20
eFolder,Series D+,USA,other,26000002.0,,2002.0,operating,2013-09-30
Easy Taxi,Series A,BRA,mobile,37000000.0,4.0,2011.0,operating,2013-10-23
Lucky Oyster,,USA,mobile,1442949.0,,2012.0,operating,2013-12-03
Intelligent Mechatronic Systems,,CAN,automotive,4000000.0,1.0,1999.0,operating,2013-07-28
textPlus,Series C,USA,mobile,46325000.0,4.0,2007.0,operating,2012-10-18
VoAPPs,Series A,USA,mobile,1500000.0,2.0,2008.0,operating,2013-06-14
Kozio,Series A,USA,software,3585693.0,,,operating,2013-02-07
ePrivateHire,Series A,,mobile,258215.0,,2006.0,closed,2006-01-01
Me!Box Media,Angel,USA,enterprise,500000.0,,2008.0,operating,2010-06-01
OneTok,Angel,USA,software,1499998.0,,2011.0,operating,2012-03-21
CPM Braxis,Series A,BRA,consulting,100000000.0,1.0,1982.0,operating,2008-06-03
KeyMe,Series A,USA,hardware,2300000.0,4.0,2012.0,operating,2013-01-15
NewAuto Video Technology,Series A,CHN,games_video,50000000.0,4.0,1990.0,operating,2008-06-25
EPAM Systems,Series A,USA,software,50000000.0,3.0,1993.0,operating,2008-06-30
Oriental-Creations,Angel,UZB,ecommerce,90000.0,,2006.0,operating,2007-03-05
DataCore Software,Series A,USA,network_hosting,30000000.0,2.0,1988.0,operating,2008-04-04
BridgeLux,Series A,USA,manufacturing,221500000.0,9.0,2002.0,operating,2012-02-13
PureForge,Series A,USA,automotive,1121449.0,,2006.0,operating,2011-04-22
Patreon,Series A,USA,web,2100000.0,9.0,2013.0,operating,2013-08-01
drchrono,Angel,USA,medical,4125000.0,10.0,2009.0,operating,2013-06-01
Airspan Networks,Series A,USA,mobile,10000000.0,,1992.0,operating,2012-12-19
JustSpotted,Angel,,search,765000.0,6.0,2008.0,acquired,2009-10-29
WonderHill,Series A,,games_video,7000000.0,2.0,,acquired,2009-05-06
Monthlys,Angel,USA,web,1000000.0,1.0,2012.0,operating,2012-03-01
Novi,Angel,USA,news,25000.0,1.0,2013.0,operating,2013-07-20
Sentisis,Angel,ESP,social,180000.0,1.0,2012.0,operating,2013-03-15
Bumble Beez,,GBR,games_video,45458.0,1.0,,operating,2013-06-14
Netbiscuits,Series A,DEU,mobile,27000000.0,4.0,2000.0,operating,2012-10-16
Funidelia,Series A,ESP,ecommerce,300000.0,2.0,2011.0,operating,2013-06-14
Medprivé,Series A,ESP,health,643300.0,1.0,2011.0,operating,2013-06-14
Crest Optics,Series D+,ITA,biotech,514640.0,1.0,2009.0,operating,2013-06-16
XO1,Series A,GBR,biotech,11000000.0,1.0,2013.0,operating,2013-06-17
ENDOTRONIX,,USA,biotech,2988200.0,,2007.0,operating,2013-06-12
Pngine,Angel,EGY,web,10000.0,1.0,2013.0,operating,2013-06-01
HealthScripts of America,Series A,USA,biotech,1620000.0,,2013.0,operating,2013-10-31
Crowdvance,Angel,USA,finance,196500.0,,2012.0,operating,2013-05-31
Novawise,Angel,CAN,analytics,48318.0,,2010.0,operating,2013-06-12
Restore Flow Allografts,Series A,USA,biotech,750000.0,,2013.0,operating,2013-06-12
SUB ONE TECHNOLOGY,Series C,USA,hardware,9325814.0,,2004.0,operating,2013-06-12
Tengrade,Series A,USA,software,570568.0,,2010.0,operating,2013-06-12
AEOLUS PHARMACEUTICALS,Series A,USA,biotech,4305550.0,,1994.0,operating,2013-03-05
Acer,Series D+,TWN,hardware,150594138.0,,1976.0,operating,2012-03-09
Fuhu,,USA,enterprise,17750000.0,5.0,2006.0,operating,2012-08-22
ARC Medical Devices,Series A,CAN,medical,250001.0,,2010.0,operating,2011-04-06
Amagi Media Labs,Series A,IND,advertising,5500000.0,3.0,2008.0,operating,2013-06-17
Resonate,Series B,USA,advertising,29000000.0,5.0,2008.0,operating,2012-02-22
Future Path Medical Holding Company,Angel,USA,medical,1080001.0,,2004.0,operating,2013-03-05
ShareNotes.com,Angel,USA,other,250000.0,,2008.0,operating,2009-03-01
LDR Holding,Series A,USA,health,9722866.0,,2004.0,ipo,2012-05-08
NetRetail Holding,Series A,CZE,finance,56428000.0,3.0,2000.0,operating,2010-09-16
HESKA,Series D+,USA,biotech,3570000.0,,1998.0,operating,2013-03-05
Znaptag,Series A,SWE,advertising,2000000.0,7.0,2009.0,operating,2009-09-01
PROVENTIX SYSTEMS,,USA,biotech,5371254.0,,2007.0,operating,2013-08-12
Intellitix,Series A,CAN,software,3000000.0,1.0,,operating,2011-11-16
DefenCall,Angel,USA,mobile,200000.0,,2010.0,operating,2013-03-05
Mobiveil,Series A,USA,enterprise,125000.0,,2012.0,operating,2013-03-05
Iagnosis,,USA,biotech,4000000.0,,2012.0,operating,2013-03-05
EPINEX DIAGNOSTICS,Series A,USA,biotech,520756.0,,1997.0,operating,2013-03-05
STRATUSCORE,,USA,software,475000.0,,2010.0,operating,2013-03-05
Tiscali UK,Series A,,,87600000.0,1.0,2003.0,operating,2007-08-10
Idhasoft,Series A,USA,enterprise,30000000.0,1.0,2006.0,operating,2008-05-02
Fulcrum Microsystems,Series A,USA,semiconductor,81017493.0,8.0,2000.0,acquired,2010-03-15
ExteNet Systems,Series A,USA,network_hosting,155900000.0,5.0,2003.0,operating,2010-01-25
Bullhorn,Series C,USA,enterprise,27500000.0,7.0,2001.0,operating,2008-05-30
CoreOptics,Series A,DEU,network_hosting,89500000.0,8.0,2001.0,acquired,2008-04-01
Linekong,Series B,CHN,games_video,40000000.0,3.0,2007.0,operating,2008-05-05
Panasas,Series C,USA,network_hosting,65230481.0,6.0,2000.0,operating,2013-05-30
Telinet,Series A,GBR,network_hosting,21720000.0,1.0,,acquired,2008-06-03
Smalltown,Series A,USA,web,4000000.0,1.0,2005.0,closed,2005-11-01
CubeTree,Series B,USA,enterprise,11500000.0,2.0,2008.0,acquired,2009-11-02
CarRentalsMarket,Angel,,automotive,100000.0,,2013.0,operating,2013-03-10
GLOG,Angel,EST,cleantech,30000.0,1.0,2013.0,operating,2013-02-19
Servo Software,Series B,USA,software,3011408.0,1.0,2008.0,acquired,2009-12-15
EduSourced,Angel,,enterprise,75000.0,2.0,2012.0,operating,2013-05-01
Modern Message,Angel,USA,software,470000.0,,2012.0,operating,2013-06-20
SPOC Medical,Angel,USA,other,800000.0,,2006.0,closed,2007-06-01
Ziklag Systems,Angel,USA,mobile,1000000.0,3.0,2012.0,operating,2012-06-01
Connectloud,Series D+,USA,software,3600000.0,,2013.0,operating,2013-03-13
Garden Mate,,POL,web,150000.0,1.0,2011.0,operating,2012-04-01
FrameBuzz,Angel,,photo_video,100000.0,,,operating,2012-03-15
Actively Learn,Angel,USA,education,625190.0,,2012.0,operating,2013-09-27
CleanEdison,Angel,USA,web,600000.0,2.0,2008.0,operating,2011-10-01
Syrenaica,Angel,CHL,software,40000.0,1.0,2011.0,operating,2013-03-01
InLight Solutions,Angel,USA,biotech,350231.0,,1992.0,operating,2012-05-16
P2 Energy Solutions,Series D+,USA,software,250000000.0,2.0,1979.0,operating,2013-10-07
Olocode,Angel,GBR,software,454575.0,,2012.0,operating,2013-06-17
Vehcon,Series A,USA,analytics,1200000.0,1.0,2012.0,operating,2013-06-17
Backchat,Angel,USA,social,200000.0,1.0,2013.0,operating,2013-11-11
Food Runner,Series A,USA,hospitality,5000000.0,1.0,,operating,2013-06-14
DesiCrew Solutions,Series B,,other,1200000.0,3.0,2007.0,operating,2012-01-01
Where,,USA,mobile,19100000.0,3.0,2004.0,acquired,2009-01-01
Casa Grande,Series A,IND,real_estate,9500000.0,1.0,2004.0,operating,2013-06-17
Usarium,Angel,RUS,web,50000.0,1.0,2013.0,operating,2013-06-16
BME,Series A,USA,social,3600000.0,1.0,2011.0,operating,2013-09-22
Aloompa,Angel,USA,mobile,500000.0,,2009.0,operating,2013-06-14
SERVICEINFINITY,Series A,USA,other,132000.0,,,operating,2013-06-14
AMES Technology,,USA,biotech,315000.0,,2004.0,operating,2013-06-14
VideoMining,,USA,web,2000000.0,,2000.0,operating,2013-06-14
Juventa Technologies Holdings,Series A,USA,health,990000.0,,2011.0,operating,2013-06-14
MD SolarSciences,Series A,USA,biotech,2227004.0,,2011.0,operating,2013-06-14
Rocketrip,Angel,USA,other,625000.0,3.0,2013.0,operating,2013-07-03
GIGA TRONICS,Angel,USA,manufacturing,500000.0,,1980.0,operating,2013-03-01
Soluble Systems,Series A,USA,medical,15030839.0,,1999.0,operating,2013-03-04
NuVasive,Series D+,USA,biotech,40462984.0,,,operating,2011-10-19
See Me Group,Series A,USA,design,3250000.0,6.0,2007.0,operating,2013-11-22
QuanDx,Series A,USA,biotech,300000.0,,2010.0,operating,2013-03-01
Diagnotes,Series A,USA,biotech,451750.0,,2010.0,operating,2013-03-04
Let,Angel,USA,mobile,10000.0,,2013.0,operating,2013-03-05
Pathfinder Health,Series A,USA,health,597496.0,,,operating,2013-03-04
Paxata,Series B,USA,software,9492752.0,1.0,2012.0,operating,2013-10-28
Sundance Diagnostics,Angel,USA,biotech,1000.0,,2012.0,operating,2013-03-04
Vericare Management,,USA,health,1500000.0,,1991.0,operating,2013-03-01
Wound Care Technologies,Series A,USA,medical,1476755.0,,2004.0,operating,2013-03-04
OncoFusion Therapeutics,,USA,biotech,525000.0,,2012.0,operating,2013-03-01
KAJ Hospitality,Series A,USA,hospitality,2250000.0,,1993.0,operating,2013-06-17
