company,stage,country,sector,funding_amount,investors_count,founded_year,status,last_funding_date,estimated_revenue,capital_efficiency,monthly_burn,runway_months,traction_index,rule_of_40
Pharminex,Series A,USA,biotech,11307429.0,,2008.0,operating,2013-01-24,3392228.6999999997,0.3,471142.875,12.0,0.6081967149713577,100.0
The App3,Angel,PRT,medical,90000.0,1.0,2012.0,operating,2013-08-01,7200.0,0.08,5000.0,9.0,1.1499065574692633,79.0
Rodo Medical,Series A,USA,biotech,1620431.0,,,operating,2011-02-14,486129.3,0.3,67517.95833333333,12.0,2.7189989080223924,100.0
Genera Energy,,USA,cleantech,5000000.0,1.0,2008.0,operating,2013-11-21,1000000.0,0.2,208333.33333333334,12.0,0.3805866461750334,55.0
NeuroSigma,,USA,biotech,1710000.0,,2008.0,operating,2011-03-10,342000.0,0.2,71250.0,12.0,0.3532590814669226,55.0
Prosperity Catalyst,,,nonprofit,2000000.0,,,operating,2013-11-21,400000.0,0.2,83333.33333333333,12.0,1.8353730563376465,55.0
Zapcoder,Angel,GBR,software,113644.0,,2013.0,operating,2013-11-21,9091.52,0.08,6313.555555555556,9.0,1.1736709074154592,79.0
Innofidei,Series A,CHN,hardware,10000000.0,1.0,2006.0,operating,2007-07-01,3000000.0,0.3,416666.6666666667,12.0,0.4275639539687664,100.0
Radient Pharmaceuticals,,USA,biotech,8437500.0,,,operating,2011-02-14,1687500.0,0.2,351562.5,12.0,2.0186960997797567,55.0
OzVision,Series A,USA,hardware,6000000.0,2.0,1995.0,operating,2008-11-10,1800000.0,0.3,250000.0,12.0,0.3189782651817839,100.0
90sec Technologies,Angel,ISR,social,100000.0,2.0,2013.0,operating,2013-09-01,8000.0,0.08,5555.555555555556,9.0,2.3335631194941158,79.0
ChinaNetCenter,Series B,CHN,software,10970000.0,2.0,2000.0,operating,2008-10-28,5485000.0,0.5,365666.6666666667,15.0,0.6229193161153869,90.0
Iconix Biosciences,Series A,,biotech,4000000.0,,,acquired,2007-01-24,1200000.0,0.3,166666.66666666666,12.0,2.891607415975084,100.0
Nanostellar,Series C,USA,cleantech,13050000.0,6.0,,operating,2008-02-27,10440000.0,0.8,362500.0,18.0,31.285443448358198,75.0
BlueMessaging,,USA,software,850000.0,,2010.0,operating,2013-01-01,170000.0,0.2,35416.666666666664,12.0,0.5672804298455655,55.0
Inventure Chemicals,Series A,USA,cleantech,7000000.0,1.0,,operating,2012-05-02,2100000.0,0.3,291666.6666666667,12.0,2.9985067201259272,100.0
Serious Energy,Series A,USA,cleantech,135147224.0,10.0,2002.0,operating,2011-11-21,40544167.199999996,0.3,5631134.333333333,12.0,3.2389022452441534,100.0
ScreenMedix,Angel,USA,web,500000.0,1.0,2013.0,operating,2013-11-01,40000.0,0.08,27777.777777777777,9.0,1.3246080939390334,79.0
Tenaxis Medical,Series A,USA,biotech,23897734.0,1.0,2004.0,operating,2012-10-15,7169320.2,0.3,995738.9166666666,12.0,0.3483113710677452,100.0
Nanophotonica,Series A,USA,manufacturing,150005.0,,2009.0,operating,2011-02-11,45001.5,0.3,6250.208333333333,12.0,0.5568902933944931,100.0
Hiveoo,Angel,,,19299.0,1.0,,operating,2013-09-02,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
iLost,Angel,NLD,,19260.0,1.0,,operating,2013-04-02,1540.8,0.08,1070.0,9.0,0.9928319987931142,79.0
Ingeny,Angel,NLD,,19299.0,1.0,,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Allergen Research Corporation,Series A,USA,hospitality,17000000.0,1.0,2011.0,operating,2013-11-21,5100000.0,0.3,708333.3333333334,12.0,1.5778598708306841,100.0
Meeting To You,Series A,,social,100000.0,,2009.0,operating,2013-12-04,30000.0,0.3,4166.666666666667,12.0,0.5375254442875366,100.0
Mipagar,Angel,,,19713.0,1.0,,operating,2012-04-04,1577.04,0.08,1095.1666666666667,9.0,0.9952004670442731,79.0
Sensus Energy,Angel,NLD,,19299.0,1.0,2013.0,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Extend Health,Series B,USA,other,15000000.0,2.0,,acquired,2007-08-09,7500000.0,0.5,500000.0,15.0,8.404717347459153,90.0
Mobypark,Angel,,,19299.0,1.0,,operating,2013-10-14,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
RentMama,Angel,,,19311.0,1.0,2009.0,operating,2010-09-06,1544.88,0.08,1072.8333333333333,9.0,0.23906384818599535,79.0
myMedScore,Angel,USA,,19616.0,1.0,,operating,2013-02-26,1569.28,0.08,1089.7777777777778,9.0,0.9946979238980221,79.0
WiredBenefits,Series A,USA,other,2500000.0,1.0,,operating,2007-08-08,750000.0,0.3,104166.66666666667,12.0,2.801826065988336,100.0
Relayr,Angel,NLD,,19299.0,1.0,,operating,2013-10-14,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Aurigo Software,Series A,USA,software,6320281.0,,2003.0,operating,2013-11-21,1896084.2999999998,0.3,263345.0416666667,12.0,0.28684563606599855,100.0
Immunovaccine,Series A,CAN,biotech,4200000.0,,2000.0,operating,2013-11-21,1260000.0,0.3,175000.0,12.0,0.2118110273782674,100.0
Proxible,Angel,NLD,,19299.0,1.0,2013.0,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Prospero BioSciences,Angel,,,19299.0,1.0,2012.0,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Projector35,Angel,,,19299.0,1.0,,operating,2013-09-02,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Aria Glassworks,Series A,USA,software,1750000.0,,2010.0,operating,2011-02-17,525000.0,0.3,72916.66666666667,12.0,0.9030430166274614,100.0
Operation Supply Drop,Series A,USA,nonprofit,300000.0,,2010.0,operating,2013-11-21,90000.0,0.3,12500.0,12.0,0.7907478804611343,100.0
Pergunter,Angel,,,19299.0,1.0,2012.0,operating,2013-09-02,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Intellipharmaceutics International,Series A,CAN,biotech,12000000.0,,1998.0,ipo,2011-02-15,3600000.0,0.3,500000.0,12.0,0.19530127804090852,100.0
Cloudstaff,Angel,AUS,other,500000.0,3.0,2010.0,operating,2013-11-21,40000.0,0.08,27777.777777777777,9.0,1.3246080939390334,79.0
Photolitec,Series A,USA,health,630000.0,,,operating,2011-02-11,189000.0,0.3,26250.0,12.0,2.538534511429651,100.0
IdentityForge,Series A,USA,software,1000000.0,,,operating,2011-03-11,300000.0,0.3,41666.666666666664,12.0,2.6267937603441696,100.0
Sitari Pharmaceuticals,Series A,,biotech,10000000.0,2.0,,operating,2013-11-22,3000000.0,0.3,416666.6666666667,12.0,6.145561450544815,100.0
ImmunoCellular Therapeutics,Series A,USA,hospitality,8090644.0,,,operating,2011-03-11,2427193.1999999997,0.3,337110.1666666667,12.0,3.0261664562706763,100.0
Basic-Fit,Series A,NLD,health,141526000.0,1.0,,operating,2013-11-22,42457800.0,0.3,5896916.666666667,12.0,3.57283039045138,100.0
AutekBio,Series B,USA,biotech,4100000.0,1.0,,operating,2007-10-22,2050000.0,0.5,136666.66666666666,15.000000000000002,3.8658596889113217,90.0
Sift Shopping,Series A,,ecommerce,2540000.0,8.0,2012.0,operating,2013-11-22,762000.0,0.3,105833.33333333333,12.0,22.524839935843637,100.0
Nfoshare,Angel,,education,100000.0,,2011.0,operating,2013-09-01,8000.0,0.08,5555.555555555556,9.0,0.5741792743937932,79.0
Advanced Cyclone Systems,Series A,PRT,manufacturing,1500000.0,1.0,2008.0,operating,2009-01-01,450000.0,0.3,62500.0,12.0,0.5310237520460797,100.0
Glassful,Series A,USA,ecommerce,7500000.0,3.0,2013.0,operating,2013-08-01,2250000.0,0.3,312500.0,12.0,9.059621783358464,100.0
Clio,Series B,CAN,web,6000000.0,2.0,2007.0,operating,2012-01-30,3000000.0,0.5,200000.0,15.0,1.3127590826460784,90.0
Niche.co,Angel,USA,software,550000.0,4.0,2013.0,operating,2013-11-22,44000.0,0.08,30555.555555555555,9.0,5.374118729180519,79.0
DiaDerma BV,Angel,NLD,,19299.0,1.0,,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Stalactite.3D Printers,Angel,,,19299.0,1.0,,operating,2013-11-11,1543.92,0.08,1072.1666666666667,9.0,0.9930380867607157,79.0
Magpower,Series A,PRT,cleantech,9032100.0,1.0,,operating,2011-01-10,2709630.0,0.3,376337.5,12.0,3.0471935762725106,100.0
lifeIO,Angel,USA,web,500000.0,5.0,2006.0,closed,2008-08-29,40000.0,0.08,27777.777777777777,9.0,0.9426394935832197,79.0
MIDAS Solutions,Angel,,manufacturing,40000.0,1.0,,operating,2012-11-15,3200.0,0.08,2222.222222222222,9.0,1.067289993083679,79.0
Assistance.net Inc,Angel,USA,local,40000.0,,,operating,2013-08-01,3200.0,0.08,2222.222222222222,9.0,1.067289993083679,79.0
AGAVOO VideoConferencing,Series D+,USA,software,1300000.0,1.0,2011.0,operating,2013-06-01,1300000.0,1.0,36111.11111111111,18.0,2.6769112836704756,75.0
Moser Baer Solar,Series B,IND,cleantech,92500000.0,5.0,,operating,2008-09-04,46250000.0,0.5,3083333.3333333335,15.0,23.346886446627927,90.0
L'Idealist,Angel,USA,ecommerce,525000.0,1.0,2013.0,operating,2013-07-01,42000.0,0.08,29166.666666666668,9.0,1.3295787753353865,79.0
Skipjump,Angel,USA,web,15000.0,,2008.0,operating,2009-01-01,1200.0,0.08,833.3333333333334,9.0,0.18364725927627865,79.0
Kensho Technologies,,USA,software,6125000.0,,,operating,2013-11-22,1225000.0,0.2,255208.33333333334,12.0,1.9779054618721037,55.0
ABSMaterials,Series B,USA,cleantech,4000000.0,2.0,2008.0,operating,2013-11-24,2000000.0,0.5,133333.33333333334,14.999999999999998,1.536459018443765,90.0
Biometric Associates,Series A,USA,analytics,240000.0,,,operating,2013-11-22,72000.0,0.3,10000.0,12.0,2.354182178167323,100.0
Raidarrr,Angel,USA,,18852.0,1.0,2012.0,closed,2012-09-03,1508.16,0.08,1047.3333333333333,9.0,0.9906506321983708,79.0
DinnerTime,,USA,health,1415000.0,,2011.0,operating,2013-11-22,283000.0,0.2,58958.333333333336,12.0,0.8895131189801027,55.0
Windfall Systems,Series A,USA,software,325000.0,,,operating,2011-02-01,97500.0,0.3,13541.666666666666,12.0,2.412097628039561,100.0
Tinybop,Series A,,software,6031267.0,,,operating,2013-11-20,1809380.0999999999,0.3,251302.79166666666,12.0,2.9700533113225394,100.0
Waremakers,Angel,DNK,ecommerce,70000.0,1.0,2012.0,operating,2012-09-01,5600.0,0.08,3888.8888888888887,9.0,1.124302955297462,79.0
Alkymos,Series A,,manufacturing,218500.0,,,operating,2013-11-21,65550.0,0.3,9104.166666666666,12.0,2.3362541445767318,100.0
GroupStream,Angel,,,21189.0,1.0,2011.0,operating,2011-09-05,1695.1200000000001,0.08,1177.1666666666667,9.0,0.49513724983712487,79.0
Nippo,Angel,,,21189.0,1.0,,closed,2011-09-05,1695.1200000000001,0.08,1177.1666666666667,9.0,1.002556506980564,79.0
Ruby & Revolver,Angel,,,19311.0,1.0,,closed,2010-09-06,1544.88,0.08,1072.8333333333333,9.0,0.993101414662924,79.0
Taykey,Series C,ISR,advertising,17000000.0,6.0,2009.0,operating,2013-07-17,13600000.0,0.8,472222.22222222225,18.0,7.938427383378678,75.0
Fluential,Series A,USA,software,2000000.0,1.0,2001.0,operating,2013-11-29,600000.0,0.3,83333.33333333333,12.0,0.2186748756491809,100.0
Ecowell,,USA,,579809.0,,2009.0,operating,2011-02-22,115961.8,0.2,24158.708333333332,12.0,0.41021092768798023,55.0
Babil Games,Angel,ARE,games_video,150000.0,,2012.0,operating,2012-01-01,12000.0,0.08,8333.333333333334,9.0,1.2019488382866932,79.0
Mouth Foods,Series A,USA,ecommerce,1800000.0,4.0,2010.0,operating,2013-11-26,540000.0,0.3,75000.0,12.0,3.656193123420013,100.0
Go-Green Auto Centers,Series A,USA,automotive,100000.0,,2011.0,operating,2011-02-22,30000.0,0.3,4166.666666666667,12.0,1.0873328958813873,100.0
Pixium Vision,Series A,FRA,software,19299000.0,5.0,,operating,2013-11-25,5789700.0,0.3,804125.0,12.0,16.0102832936983,100.0
MBS HOLDINGS,Series A,USA,mobile,10000000.0,,,operating,2011-02-22,3000000.0,0.3,416666.6666666667,12.0,3.0666397216192505,100.0
GenieBelt,Angel,DNK,real_estate,500000.0,,2012.0,operating,2013-11-25,40000.0,0.08,27777.777777777777,9.0,1.3246080939390334,79.0
AllPlayers.com,Series A,USA,software,2449500.0,,2009.0,operating,2011-02-22,734850.0,0.3,102062.5,12.0,0.690270470175131,100.0
A-Vu Media,Series A,USA,health,250000.0,,,operating,2011-03-07,75000.0,0.3,10416.666666666666,12.0,2.3619801047132554,100.0
Editas Medicine,Series A,USA,medical,43000000.0,4.0,,operating,2013-11-25,12900000.0,0.3,1791666.6666666667,12.0,13.417919075523319,100.0
ActX,Series A,USA,biotech,1920391.0,1.0,2012.0,operating,2013-11-21,576117.2999999999,0.3,80016.29166666667,12.0,2.7514415586248266,100.0
Able Imaging,Angel,USA,health,500000.0,,,operating,2011-03-07,40000.0,0.08,27777.777777777777,9.0,1.3246080939390334,79.0
Amicrobe,Series B,USA,biotech,999987.0,,2010.0,operating,2011-02-22,499993.5,0.5,33332.9,15.0,1.1606394524001666,90.0
Centrexion,Series A,USA,biotech,23478886.0,,,operating,2013-12-03,7043665.8,0.3,978286.9166666666,12.0,3.2296807172751953,100.0
Itandi,Series A,JPN,software,3000000.0,3.0,,operating,2013-11-25,900000.0,0.3,125000.0,12.0,8.534524866425965,100.0
ADVANCED CREDIT TECHNOLOGIES,Series A,USA,software,166000.0,,2008.0,operating,2011-02-21,49800.0,0.3,6916.666666666667,12.0,0.44692668468244606,100.0
Anhelo,Series A,USA,hardware,410000.0,,2011.0,operating,2013-11-20,123000.0,0.3,17083.333333333332,12.0,1.2220981481377589,100.0
Warwick Audio Technologies,Series A,GBR,manufacturing,1894064.0,3.0,,operating,2013-11-25,568219.2,0.3,78919.33333333333,12.0,8.270978044600822,100.0
Executive Trading Solutions,Series A,GBR,software,621410.0,,2008.0,operating,2011-02-21,186423.0,0.3,25892.083333333332,12.0,0.49735679670345784,100.0
vMobo,,USA,software,1336137.0,,,operating,2011-03-07,267227.4,0.2,55672.375,12.0,1.784005204403109,55.0
ARMO BioSciences,Series A,USA,biotech,20000000.0,3.0,,operating,2013-11-25,6000000.0,0.3,833333.3333333334,12.0,9.621703662916751,100.0
Rouse Properties,,USA,real_estate,510000000.0,,2012.0,ipo,2013-11-25,102000000.0,0.2,21250000.0,12.0,2.5410443756776995,55.0
Simphotek,Series A,USA,software,1100000.0,,,operating,2011-02-22,330000.0,0.3,45833.333333333336,12.0,2.645000165737346,100.0
Coinplug,Angel,,finance,400000.0,1.0,2013.0,operating,2013-11-25,32000.0,0.08,22222.222222222223,9.0,1.3018745057637218,79.0
TheraTorr Medical,Series A,USA,medical,105080.0,,2006.0,operating,2011-02-23,31524.0,0.3,4378.333333333333,12.0,0.3032458955025917,100.0
Kiptronic,Series B,USA,advertising,7300000.0,2.0,2005.0,acquired,2008-06-05,3650000.0,0.5,243333.33333333334,15.0,0.9939862730106583,90.0
MassHousing,,USA,real_estate,6000000.0,,,operating,2013-11-25,1200000.0,0.2,250000.0,12.0,1.9752796276222748,55.0
Point Inside,Series A,USA,mobile,4005000.0,,2009.0,operating,2012-08-02,1201500.0,0.3,166875.0,12.0,0.7137500058215653,100.0
Think Global,Series A,NOR,cleantech,56700000.0,1.0,,closed,2009-08-27,17010000.0,0.3,2362500.0,12.0,3.398100186558616,100.0
zank,Angel,ESP,finance,180000.0,2.0,2013.0,operating,2013-09-01,14400.0,0.08,10000.0,9.0,2.453329071914662,79.0
Aliva Biopharmaceuticals,Series A,USA,,12870407.0,,,operating,2010-01-13,3861122.0999999996,0.3,536266.9583333334,12.0,3.114843443709997,100.0
Adallom,Series A,USA,security,4500000.0,1.0,2012.0,operating,2012-12-01,1350000.0,0.3,187500.0,12.0,2.914106646382598,100.0
Terviu,Angel,CHL,social,6000.0,1.0,2013.0,operating,2013-04-01,480.0,0.08,333.3333333333333,9.0,0.8740137625964279,79.0
SIMTEK,Series A,USA,semiconductor,14920000.0,10.0,1986.0,acquired,2006-09-22,4476000.0,0.3,621666.6666666666,12.0,1.1563673423150722,100.0
"Benefit Mobile, Inc.",Angel,,ecommerce,230000.0,,2012.0,operating,2013-10-01,18400.0,0.08,12777.777777777777,9.0,1.2454963042288947,79.0
Arctic Wolf Networks,Series A,USA,network_hosting,7250000.0,1.0,2012.0,operating,2012-05-01,2175000.0,0.3,302083.3333333333,12.0,3.0052099578658753,100.0
Veezeon,Series A,GBR,software,66000.0,2.0,2013.0,operating,2013-11-25,19800.0,0.3,2750.0,12.0,4.227431863165482,100.0
Administrative Systems,Series A,USA,finance,7723237.0,,,operating,2011-02-28,2316971.1,0.3,321801.5416666667,12.0,3.017288724173427,100.0
Ramot,Series A,ISR,travel,17000000.0,2.0,,operating,2013-11-25,5100000.0,0.3,708333.3333333334,12.0,6.34828550524168,100.0
Manta,Series A,USA,web,47215715.0,1.0,2005.0,operating,2012-04-02,14164714.5,0.3,1967321.4583333333,12.0,0.4096449907688212,100.0
ActionRun,Series A,USA,software,1510005.0,,2008.0,operating,2011-02-25,453001.5,0.3,62916.875,12.0,0.5312777302143039,100.0
Masterseek,Series A,USA,search,14000000.0,,1999.0,operating,2007-05-01,4200000.0,0.3,583333.3333333334,12.0,0.2122319609256642,100.0
Codeanywhere,Series A,USA,enterprise,635000.0,2.0,2008.0,operating,2013-07-15,190500.0,0.3,26458.333333333332,12.0,1.0086486275988178,100.0
Orpheus Media Research,Series A,USA,software,302500.0,,2007.0,operating,2011-02-04,90750.0,0.3,12604.166666666666,12.0,0.38949714649467265,100.0
Home Dialysis Plus,Series A,USA,medical,9500000.0,,2003.0,operating,2011-02-25,2850000.0,0.3,395833.3333333333,12.0,0.2946303473616952,100.0
Vitasol,,USA,health,323400.0,,2011.0,operating,2011-02-01,64680.0,0.2,13475.0,12.0,0.79553029053513,55.0
AimWith,Angel,USA,,5000.0,1.0,,operating,2013-09-04,400.0,0.08,277.77777777777777,9.0,0.8554390685789474,79.0
Preferred Commerce,Series A,USA,software,2665121.0,,1999.0,operating,2009-05-13,799536.2999999999,0.3,111046.70833333333,12.0,0.1895983955902348,100.0
NSH Holdco,Series A,USA,,10000000.0,,2010.0,operating,2011-02-17,3000000.0,0.3,416666.6666666667,12.0,1.014025235668874,100.0
Wejo,Angel,,,5000.0,1.0,,operating,2013-10-05,400.0,0.08,277.77777777777777,9.0,0.8554390685789474,79.0
Otogami,Series A,,ecommerce,450000.0,6.0,2012.0,operating,2013-11-06,135000.0,0.3,18750.0,12.0,14.906974147176674,100.0
Peacock Parade,,CAN,web,85000.0,,,operating,2011-03-04,17000.0,0.2,3541.6666666666665,12.0,1.4331746632992715,55.0
Optimitive,Series A,ESP,software,1801240.0,2.0,2008.0,operating,2013-11-26,540372.0,0.3,75051.66666666667,12.0,1.0883131511482824,100.0
savers,Series A,USA,ecommerce,21931980.0,,,operating,2011-03-04,6579594.0,0.3,913832.5,12.0,3.2166614325400493,100.0
HCHB Cressey,,USA,biotech,28550000.0,,2011.0,operating,2011-03-09,5710000.0,0.2,1189583.3333333333,12.0,1.0808240718526654,55.0
TekStream Solutions,Series A,USA,software,331000.0,,2011.0,operating,2011-03-09,99300.0,0.3,13791.666666666666,12.0,1.2016550176913763,100.0
BandApp,,GBR,music,378813.0,1.0,2012.0,operating,2013-11-26,75762.6,0.2,15783.875,12.0,1.6234830936021742,55.0
Fanta-Z Holdings,Series A,USA,games_video,2577495.0,,2009.0,operating,2011-03-04,773248.5,0.3,107395.625,12.0,0.6927028609719597,100.0
Gaia Herbs,Series A,USA,biotech,1700000.0,,1986.0,operating,2011-02-24,510000.0,0.3,70833.33333333333,12.0,0.08921568880475676,100.0
Medical Heights Surgery Center,Series A,USA,medical,1524519.0,,1988.0,operating,2011-03-07,457355.7,0.3,63521.625,12.0,0.09650303302503951,100.0
Bioptigen,Series A,USA,medical,1500000.0,,2004.0,operating,2011-03-07,450000.0,0.3,62500.0,12.0,0.2895545256672379,100.0
Cytonics,Series A,USA,biotech,1000000.0,,2006.0,operating,2011-03-04,300000.0,0.3,41666.666666666664,12.0,0.36472881664375484,100.0
Mirimus,Series A,USA,biotech,2000000.0,,2011.0,operating,2011-03-03,600000.0,0.3,83333.33333333333,12.0,1.3734592904266563,100.0
SPD Control Systems,Series A,USA,hardware,195000.0,,2005.0,operating,2011-03-03,58500.0,0.3,8125.0,12.0,0.2785680375453351,100.0
Diagnostic Biochips,Series A,USA,biotech,150000.0,,,operating,2013-11-25,45000.0,0.3,6250.0,12.0,2.2644008281805745,100.0
Exmovere,Series A,USA,biotech,582665.0,,2006.0,operating,2011-03-02,174799.5,0.3,24277.708333333332,12.0,0.34998888297913777,100.0
SolAeroMed,Series A,CAN,biotech,101035.0,,1995.0,operating,2013-11-25,30310.5,0.3,4209.791666666667,12.0,0.11000669989868583,100.0
Dallen Medical,Series A,USA,medical,3344715.0,,,operating,2011-03-03,1003414.5,0.3,139363.125,12.0,2.857431000592014,100.0
From The Bench,Series A,ESP,games_video,1286600.0,2.0,2008.0,operating,2013-11-26,385980.0,0.3,53608.333333333336,12.0,1.0626036206194287,100.0
Van Ackeren Consulting,Series A,USA,,500000.0,,,operating,2011-03-03,150000.0,0.3,20833.333333333332,12.0,2.4943869325287125,100.0
ApolloMed,Series A,USA,medical,1155000.0,,,operating,2011-03-03,346500.0,0.3,48125.0,12.0,2.6543201933555074,100.0
Pixspan,Series A,USA,,803725.0,,2010.0,operating,2011-03-01,241117.5,0.3,33488.541666666664,12.0,0.8534972176281371,100.0
Maritime Broadband,Series A,USA,manufacturing,230000.0,,2008.0,operating,2011-02-27,69000.0,0.3,9583.333333333334,12.0,0.459384859519389,100.0
CAIS,Series A,USA,software,4000000.0,,2009.0,operating,2011-02-18,1200000.0,0.3,166666.66666666666,12.0,0.7136903485140355,100.0
Plovgh,Angel,,social,300000.0,,,operating,2013-06-01,24000.0,0.08,16666.666666666668,9.0,1.2725658131216036,79.0
Doctor on Demand,Series A,USA,medical,3000000.0,6.0,,operating,2013-12-10,900000.0,0.3,125000.0,12.0,17.081331740158245,100.0
Athos,Series A,USA,health,3500000.0,1.0,,operating,2013-11-26,1050000.0,0.3,145833.33333333334,12.0,2.86609989231047,100.0
Wire Labs,Series A,USA,messaging,1800000.0,12.0,2013.0,operating,2013-11-26,540000.0,0.3,75000.0,12.0,33.00399416923063,100.0
Kinetic,Angel,,,19311.0,1.0,,closed,2010-09-06,1544.88,0.08,1072.8333333333333,9.0,0.993101414662924,79.0
ROKT,Series A,,,8000000.0,4.0,,operating,2013-11-26,2400000.0,0.3,333333.3333333333,12.0,12.132902997081107,100.0
Tribzi,Angel,,,20204.0,1.0,,closed,2013-01-27,1616.32,0.08,1122.4444444444443,9.0,0.9977069176262763,79.0
"ReelDx, Inc.",Angel,USA,education,750000.0,,2012.0,operating,2013-10-10,60000.0,0.08,41666.666666666664,9.0,1.3659163761318256,79.0
